Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)
P46048	HESA2_TRIV2	reviewed	Protein HesA, vegetative	hesA2 Ava_4256	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	265	nitrogen fixation [GO:0009399]
A4WXK6	COWN_RHOS5	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN Rsph17025_3236	Rhodobacter sphaeroides (strain ATCC 17025 / ATH 2.4.3)	92	nitrogen fixation [GO:0009399]
Q2IV18	COWN_RHOP2	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN RPB_3246	Rhodopseudomonas palustris (strain HaA2)	92	nitrogen fixation [GO:0009399]
Q09049	CYDA_AZOVI	reviewed	Cytochrome bd ubiquinol oxidase subunit 1 (EC 1.10.3.-) (Cytochrome d ubiquinol oxidase subunit I)	cydA	Azotobacter vinelandii	537	aerobic electron transport chain [GO:0019646]
A4VJ44	COBS_PSEU5	reviewed	Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)	cobS PST_1301	Pseudomonas stutzeri (strain A1501)	245	cobalamin biosynthetic process [GO:0009236]
Q53202	FIXU_SINFN	reviewed	Protein FixU homolog	fixU NGR_a01300 y4uJ	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	76	nitrogen fixation [GO:0009399]
A8HZ17	FIXP_AZOC5	reviewed	Cbb3-type cytochrome c oxidase subunit FixP (Cbb3-Cox subunit FixP) (C-type cytochrome FixP) (Cyt c(FixP)) (Cytochrome c oxidase subunit III)	fixP AZC_4526	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571)	293	ion transport [GO:0006811]; oxidative phosphorylation [GO:0006119]
A4VFW9	FDHE_PSEU5	reviewed	Protein FdhE homolog	fdhE PST_0163	Pseudomonas stutzeri (strain A1501)	305	
Q59747	GLN1B_RHIME	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)	glnA R01640 SMc00948	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	469	glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
P46033	GLN1B_FRAAL	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)	glnA	Frankia alni	474	glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
Q9XQ94	GLNA2_MEDSA	reviewed	Glutamine synthetase leaf isozyme, chloroplastic (EC 6.3.1.2) (GS2) (Glutamate--ammonia ligase)	GS2 GLN	Medicago sativa (Alfalfa)	428	glutamine biosynthetic process [GO:0006542]
P09826	GLN1B_RHILV	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)	glnA	Rhizobium leguminosarum bv. viciae	469	glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
P52782	GLNA_LUPLU	reviewed	Glutamine synthetase nodule isozyme (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase)		Lupinus luteus (European yellow lupine)	353	glutamine biosynthetic process [GO:0006542]
O26758	GLNB1_METTH	reviewed	Nitrogen regulatory protein P-II 1	MTH_662	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	115	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
A4VNX8	HSCA_PSEU5	reviewed	Chaperone protein HscA homolog	hscA PST_3038	Pseudomonas stutzeri (strain A1501)	620	iron-sulfur cluster assembly [GO:0016226]; protein folding [GO:0006457]
A4VJ38	COBD_PSEU5	reviewed	Cobalamin biosynthesis protein CobD	cobD PST_1295	Pseudomonas stutzeri (strain A1501)	303	cobalamin biosynthetic process [GO:0009236]
A4VS65	ATPD_PSEU5	reviewed	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	atpH PST_4194	Pseudomonas stutzeri (strain A1501)	178	
A4VFI4	AROE_PSEU5	reviewed	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	aroE PST_0027	Pseudomonas stutzeri (strain A1501)	270	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632]
A4VS66	ATPF_PSEU5	reviewed	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	atpF PST_4195	Pseudomonas stutzeri (strain A1501)	156	
P16268	ANFG_AZOVI	reviewed	Nitrogenase iron-iron protein delta chain (EC 1.18.6.1) (Dinitrogenase 3 subunit delta) (Nitrogenase component I)	anfG	Azotobacter vinelandii	132	nitrogen fixation [GO:0009399]
Q02636	ATTY_RHIME	reviewed	Tyrosine aminotransferase (TAT) (EC 2.6.1.5) (L-tyrosine:2-oxoglutarate aminotransferase)	tatA R00307 SMc00387	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	389	biosynthetic process [GO:0009058]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572]
Q06191	AAT_RHIML	reviewed	Aspartate aminotransferase (AAT) (AspAT) (EC 2.6.1.1) (Transaminase A)	aatB	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	410	biosynthetic process [GO:0009058]
A4VPK2	AROQ_PSEU5	reviewed	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	aroQ PST_3272	Pseudomonas stutzeri (strain A1501)	147	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]
A4VLU8	CRCB_PSEU5	reviewed	Putative fluoride ion transporter CrcB	crcB PST_2290	Pseudomonas stutzeri (strain A1501)	124	
A4VS68	ATP6_PSEU5	reviewed	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB PST_4197	Pseudomonas stutzeri (strain A1501)	290	
P45404	CCMF_RHIME	reviewed	Cytochrome c-type biogenesis protein CycK	cycK R01019 SMc02363	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	676	cytochrome complex assembly [GO:0017004]
A4VMK0	CCME_PSEU5	reviewed	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	ccmE cycJ PST_2551	Pseudomonas stutzeri (strain A1501)	155	cytochrome complex assembly [GO:0017004]; protein-heme linkage [GO:0017003]
Q07933	ANFD_RHOCA	reviewed	Nitrogenase iron-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase 3 subunit alpha) (Nitrogenase component I)	anfD	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	526	nitrogen fixation [GO:0009399]
P16267	ANFK_AZOVI	reviewed	Nitrogenase iron-iron protein beta chain (EC 1.18.6.1) (Dinitrogenase 3 subunit beta) (Nitrogenase component I)	anfK	Azotobacter vinelandii	462	nitrogen fixation [GO:0009399]
Q46084	ANFK_RUMHU	reviewed	Nitrogenase iron-iron protein beta chain (EC 1.18.6.1) (Dinitrogenase 3 subunit beta) (Nitrogenase component I) (Fragment)	anfK	Ruminiclostridium hungatei (Clostridium hungatei)	329	nitrogen fixation [GO:0009399]
P35862	CH603_BRADU	reviewed	60 kDa chaperonin 3 (GroEL protein 3) (Protein Cpn60 3)	groL3 groEL3 bll2059	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	546	chaperone cofactor-dependent protein refolding [GO:0051085]; protein folding [GO:0006457]; protein refolding [GO:0042026]; response to heat [GO:0009408]
A0L6W5	COWN_MAGMM	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN Mmc1_1197	Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1)	99	nitrogen fixation [GO:0009399]
A4VS62	ATPB_PSEU5	reviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD PST_4191	Pseudomonas stutzeri (strain A1501)	458	
O68946	ANFG_AZOMA	reviewed	Nitrogenase iron-iron protein delta chain (EC 1.18.6.1) (Dinitrogenase 3 delta subunit) (Nitrogenase component I)	anfG	Azomonas macrocytogenes	112	nitrogen fixation [GO:0009399]
P45408	CCMD_RHILV	reviewed	Heme exporter protein D (Cytochrome c-type biogenesis protein CycX)	cycX	Rhizobium leguminosarum bv. viciae	54	cytochrome complex assembly [GO:0017004]; heme transport [GO:0015886]
A4VS42	CYOE_PSEU5	reviewed	Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase)	cyoE PST_4171	Pseudomonas stutzeri (strain A1501)	299	heme O biosynthetic process [GO:0048034]
A4VGX6	ARLY_PSEU5	reviewed	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH PST_0521	Pseudomonas stutzeri (strain A1501)	464	arginine biosynthetic process via ornithine [GO:0042450]
A1WUG8	COWN_HALHL	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN Hhal_0544	Halorhodospira halophila (strain DSM 244 / SL1) (Ectothiorhodospira halophila (strain DSM 244 / SL1))	90	nitrogen fixation [GO:0009399]
A4VKN0	DNLJ_PSEU5	reviewed	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA PST_1857	Pseudomonas stutzeri (strain A1501)	788	DNA repair [GO:0006281]; DNA replication [GO:0006260]
A4VP32	ALLC_PSEU5	reviewed	Probable allantoicase (EC 3.5.3.4) (Allantoate amidinohydrolase)	alc PST_3095	Pseudomonas stutzeri (strain A1501)	331	allantoin catabolic process [GO:0000256]; purine nucleobase metabolic process [GO:0006144]
A4VN44	CAPP_PSEU5	reviewed	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc PST_2745	Pseudomonas stutzeri (strain A1501)	879	carbon fixation [GO:0015977]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099]
P23222	FIXL_BRADU	reviewed	Sensor protein FixL (EC 2.7.13.3)	fixL bll2760	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	505	nitrogen fixation [GO:0009399]; protein autophosphorylation [GO:0046777]; regulation of transcription, DNA-templated [GO:0006355]
P46047	FERV_TRIV2	reviewed	Ferredoxin, vegetative	fdxH2 Ava_4258	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	99	nitrogen fixation [GO:0009399]
A4VFL7	AGUA_PSEU5	reviewed	Agmatine deiminase (EC 3.5.3.12) (Agmatine iminohydrolase)	aguA PST_0060	Pseudomonas stutzeri (strain A1501)	368	putrescine biosynthetic process from arginine [GO:0033388]
Q46083	ANFG_RUMHU	reviewed	Nitrogenase iron-iron protein delta chain (EC 1.18.6.1) (Dinitrogenase 3 subunit delta) (Nitrogenase 3 subunit G) (Nitrogenase component I)	anfG	Ruminiclostridium hungatei (Clostridium hungatei)	132	nitrogen fixation [GO:0009399]
Q9X576	CATE_RHIME	reviewed	Catalase C (EC 1.11.1.6) (KAT2)	katE catC katC RB0010 SMb20007	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	705	hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
P09823	FIXX_RHILE	reviewed	Ferredoxin-like protein	fixX	Rhizobium leguminosarum	98	nitrogen fixation [GO:0009399]
P04668	FLAW_KLEPN	reviewed	Flavodoxin	nifF	Klebsiella pneumoniae	176	nitrogen fixation [GO:0009399]
P05406	FIXR_BRADU	reviewed	Protein FixR	fixR blr2036	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	278	nitrogen fixation [GO:0009399]
Q53210	FIXA_SINFN	reviewed	Protein FixA	fixA NGR_a01220 y4vB	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	285	nitrogen fixation [GO:0009399]
O68943	ANFG_AZOPA	reviewed	Nitrogenase iron-iron protein delta chain (EC 1.18.6.1) (Dinitrogenase 3 subunit delta) (Nitrogenase component I)	anfG	Azorhizophilus paspali (Azotobacter paspali)	132	nitrogen fixation [GO:0009399]
P35861	CH602_BRADU	reviewed	60 kDa chaperonin 2 (GroEL protein 2) (Protein Cpn60 2)	groL2 groEL2 blr6979	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	550	chaperone cofactor-dependent protein refolding [GO:0051085]; protein folding [GO:0006457]; protein refolding [GO:0042026]; response to heat [GO:0009408]
A4VIY1	CMOB_PSEU5	reviewed	tRNA U34 carboxymethyltransferase (EC 2.5.1.-)	cmoB PST_1237	Pseudomonas stutzeri (strain A1501)	320	tRNA wobble uridine modification [GO:0002098]
B2IFA4	COWN_BEII9	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN Bind_2047	Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB 8712)	91	nitrogen fixation [GO:0009399]
B3E2A4	COWN_GEOLS	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN Glov_0429	Geobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 / SZ)	98	nitrogen fixation [GO:0009399]
Q05561	FIXX_RHILP	reviewed	Ferredoxin-like protein	fixX	Rhizobium leguminosarum bv. phaseoli	99	nitrogen fixation [GO:0009399]
A4VJ35	COBB_PSEU5	reviewed	Hydrogenobyrinate a,c-diamide synthase (EC 6.3.5.9) (Hydrogenobyrinic acid a,c-diamide synthase)	cobB PST_1292	Pseudomonas stutzeri (strain A1501)	430	cobalamin biosynthetic process [GO:0009236]; glutamine metabolic process [GO:0006541]
D5V2I8	COWN_ARCNC	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN Arnit_0756	Arcobacter nitrofigilis (strain ATCC 33309 / DSM 7299 / LMG 7604 / NCTC 12251 / CI) (Campylobacter nitrofigilis)	104	nitrogen fixation [GO:0009399]
A4VJB5	CSRA_PSEU5	reviewed	Translational regulator CsrA (Carbon storage regulator)	csrA PST_1371	Pseudomonas stutzeri (strain A1501)	61	mRNA catabolic process [GO:0006402]; negative regulation of translational initiation [GO:0045947]; positive regulation of translational initiation [GO:0045948]; regulation of carbohydrate metabolic process [GO:0006109]
P35864	CH103_BRADU	reviewed	10 kDa chaperonin 3 (GroES protein 3) (Protein Cpn10 3)	groS3 groES3 bll2060	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	104	chaperone cofactor-dependent protein refolding [GO:0051085]
P45406	CCMH_RHIME	reviewed	Cytochrome c-type biogenesis protein CcmH (Cytochrome c-type biogenesis protein CycL)	ccmH cycL R01020 SMc02364	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	151	cytochrome complex assembly [GO:0017004]
A4VPQ3	DAPB_PSEU5	reviewed	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB PST_3325	Pseudomonas stutzeri (strain A1501)	268	diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
P14299	DRAT_RHORU	reviewed	NAD(+)--dinitrogen-reductase ADP-D-ribosyltransferase (ADP-ribosyltransferase) (EC 2.4.2.37) (Dinitrogenase reductase ADP-ribosyltransferase) (DRAT)	draT	Rhodospirillum rubrum	276	nitrogen fixation [GO:0009399]
P11054	FERN_AZOVI	reviewed	Ferredoxin-like protein in nif region		Azotobacter vinelandii	92	nitrogen fixation [GO:0009399]
P37097	FER5_RHOCA	reviewed	Ferredoxin-5 (Ferredoxin V) (FdV) (Ferredoxin, plant-type)	fdxD	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	123	nitrogen fixation [GO:0009399]
P10449	FIXB_BRADU	reviewed	Protein FixB	fixB blr1773	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	369	fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; nitrogen fixation [GO:0009399]
P26482	FIXA_AZOC5	reviewed	Protein FixA	fixA AZC_3447	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571)	281	nitrogen fixation [GO:0009399]
A7IIE0	COWN_XANP2	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN Xaut_2541	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	109	nitrogen fixation [GO:0009399]
A4VMP0	FLIE_PSEU5	reviewed	Flagellar hook-basal body complex protein FliE	fliE PST_2591	Pseudomonas stutzeri (strain A1501)	109	bacterial-type flagellum-dependent cell motility [GO:0071973]
P55678	FER3_SINFN	reviewed	Putative ferredoxin-3 (Ferredoxin III) (FdIII)	fdxB NGR_a01050 y4vS	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	105	nitrogen fixation [GO:0009399]
P46035	FER2_LEPBY	reviewed	Ferredoxin-2 (Ferredoxin II) (FdII)	fdxH	Leptolyngbya boryana (Plectonema boryanum)	99	nitrogen fixation [GO:0009399]
Q53209	FIXB_SINFN	reviewed	Protein FixB	fixB NGR_a01230 y4vA	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	369	nitrogen fixation [GO:0009399]
D5ARY6	FDXN_RHOCB	reviewed	Ferredoxin-1 (Ferredoxin I) (FdI)	fdxN RCAP_rcc03284	Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003)	65	nitrogen fixation [GO:0009399]
A4VM84	AROC_PSEU5	reviewed	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC PST_2433	Pseudomonas stutzeri (strain A1501)	363	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]
A4VH14	AROB_PSEU5	reviewed	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	aroB PST_0559	Pseudomonas stutzeri (strain A1501)	367	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]
P45402	CCME_RHIME	reviewed	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	ccmE cycJ R01018 SMc02362	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	150	cytochrome complex assembly [GO:0017004]; protein-heme linkage [GO:0017003]
A4VMC4	ACEK_PSEU5	reviewed	Isocitrate dehydrogenase kinase/phosphatase (IDH kinase/phosphatase) (IDHK/P) (EC 2.7.11.5) (EC 3.1.3.-)	aceK PST_2473	Pseudomonas stutzeri (strain A1501)	573	glucose metabolic process [GO:0006006]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]
A4VQM5	ALR_PSEU5	reviewed	Alanine racemase (EC 5.1.1.1)	alr PST_3651	Pseudomonas stutzeri (strain A1501)	358	D-alanine biosynthetic process [GO:0030632]
A4VGS4	ARGB_PSEU5	reviewed	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB PST_0469	Pseudomonas stutzeri (strain A1501)	300	arginine biosynthetic process via ornithine [GO:0042450]
A4VJG1	APEB_PSEU5	reviewed	Probable M18 family aminopeptidase 2 (EC 3.4.11.-)	apeB PST_1421	Pseudomonas stutzeri (strain A1501)	429	
A4VKK1	APT_PSEU5	reviewed	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt PST_1828	Pseudomonas stutzeri (strain A1501)	182	adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]
A4VS64	ATPA_PSEU5	reviewed	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA PST_4193	Pseudomonas stutzeri (strain A1501)	514	
C1DIY8	COWN_AZOVD	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN Avin_47020	Azotobacter vinelandii (strain DJ / ATCC BAA-1303)	97	nitrogen fixation [GO:0009399]
Q2W6Y4	COWN_MAGSA	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN amb1587	Magnetospirillum magneticum (strain AMB-1 / ATCC 700264)	98	nitrogen fixation [GO:0009399]
A4VII0	DDL_PSEU5	reviewed	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl PST_1084	Pseudomonas stutzeri (strain A1501)	314	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
A4VFY4	ECTD_PSEU5	reviewed	Ectoine dioxygenase (EC 1.14.11.55) (Ectoine hydroxylase)	ectD PST_0178	Pseudomonas stutzeri (strain A1501)	302	
A4VQS8	DXS_PSEU5	reviewed	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	dxs PST_3706	Pseudomonas stutzeri (strain A1501)	632	1-deoxy-D-xylulose 5-phosphate biosynthetic process [GO:0052865]; terpenoid biosynthetic process [GO:0016114]; thiamine biosynthetic process [GO:0009228]
A4VS63	ATPG_PSEU5	reviewed	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG PST_4192	Pseudomonas stutzeri (strain A1501)	288	plasma membrane ATP synthesis coupled proton transport [GO:0042777]
A4VKF5	ACCD_PSEU5	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD PST_1780	Pseudomonas stutzeri (strain A1501)	297	fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]
P0A2W4	ACPXL_RHIEC	reviewed	Acyl carrier protein AcpXL (ORF*)	acpXL RHE_CH02478	Rhizobium etli (strain CFN 42 / ATCC 51251)	92	fatty acid biosynthetic process [GO:0006633]; Kdo2-lipid A biosynthetic process [GO:0036104]; lipid A biosynthetic process [GO:0009245]
A4VP33	ALLA_PSEU5	reviewed	Ureidoglycolate lyase (EC 4.3.2.3) (Ureidoglycolatase)	allA PST_3096	Pseudomonas stutzeri (strain A1501)	170	allantoin catabolic process [GO:0000256]; purine nucleobase catabolic process [GO:0006145]
A4VKA4	FADA_PSEU5	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA foaB PST_1727	Pseudomonas stutzeri (strain A1501)	391	fatty acid beta-oxidation [GO:0006635]
A4VR87	BIOF_PSEU5	reviewed	8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase)	bioF PST_3865	Pseudomonas stutzeri (strain A1501)	392	biotin biosynthetic process [GO:0009102]
Q45233	CY550_BRADU	reviewed	Cytochrome c-550 (Cytochrome c550)	cycA blr7544	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	136	
A4VIE6	CYSD_PSEU5	reviewed	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase) (SAT)	cysD PST_1050	Pseudomonas stutzeri (strain A1501)	305	hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]; sulfate reduction [GO:0019419]
P29980	CPXN_NOSS1	reviewed	Probable cytochrome P450 110 (EC 1.14.-.-)	cyp110 alr1450	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	459	nitrogen fixation [GO:0009399]
A4VMY9	DAPE_PSEU5	reviewed	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE PST_2690	Pseudomonas stutzeri (strain A1501)	382	diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
A4VKC2	BETB_PSEU5	reviewed	Betaine aldehyde dehydrogenase (BADH) (EC 1.2.1.8)	betB PST_1745	Pseudomonas stutzeri (strain A1501)	490	glycine betaine biosynthetic process from choline [GO:0019285]
A4VR88	BIOB_PSEU5	reviewed	Biotin synthase (EC 2.8.1.6)	bioB PST_3866	Pseudomonas stutzeri (strain A1501)	351	biotin biosynthetic process [GO:0009102]
A4VP83	CH10_PSEU5	reviewed	10 kDa chaperonin (GroES protein) (Protein Cpn10)	groS groES PST_3146	Pseudomonas stutzeri (strain A1501)	97	protein folding [GO:0006457]
A4VIM1	ACKA_PSEU5	reviewed	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA PST_1127	Pseudomonas stutzeri (strain A1501)	395	acetyl-CoA biosynthetic process [GO:0006085]; organic acid metabolic process [GO:0006082]
A1K639	COWN_AZOSB	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN azo1677	Azoarcus sp. (strain BH72)	113	nitrogen fixation [GO:0009399]
A4VJ40	COBQ_PSEU5	reviewed	Cobyric acid synthase	cobQ PST_1297	Pseudomonas stutzeri (strain A1501)	485	cobalamin biosynthetic process [GO:0009236]; glutamine metabolic process [GO:0006541]
A4VMS0	ACP_PSEU5	reviewed	Acyl carrier protein (ACP)	acpP PST_2621	Pseudomonas stutzeri (strain A1501)	78	
Q07935	ANFK_RHOCA	reviewed	Nitrogenase iron-iron protein beta chain (EC 1.18.6.1) (Dinitrogenase 3 subunit beta) (Nitrogenase component I)	anfK	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	460	nitrogen fixation [GO:0009399]
A4VIU7	ASSY_PSEU5	reviewed	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG PST_1203	Pseudomonas stutzeri (strain A1501)	405	arginine biosynthetic process [GO:0006526]
A4VLV4	BPT_PSEU5	reviewed	Aspartate/glutamate leucyltransferase (EC 2.3.2.29)	bpt PST_2296	Pseudomonas stutzeri (strain A1501)	235	ubiquitin-dependent protein catabolic process via the N-end rule pathway [GO:0071596]
A4VP82	CH60_PSEU5	reviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL PST_3145	Pseudomonas stutzeri (strain A1501)	546	protein refolding [GO:0042026]
Q212F4	COWN_RHOPB	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN RPC_3190	Rhodopseudomonas palustris (strain BisB18)	92	nitrogen fixation [GO:0009399]
B3QEP7	COWN_RHOPT	reviewed	N(2)-fixation sustaining protein CowN (CO weal-nitrogenase)	cowN Rpal_2449	Rhodopseudomonas palustris (strain TIE-1)	92	nitrogen fixation [GO:0009399]
